,subject,image,image_set,image_num,judgment,attention,caption,all
741,93,COCO_train2014_000000385107.mp4,train,385107,0,I focused on the person on skis in the snow.,"I captioned the image, including the person on skis in the snow, but I ignored smaller details like the trees in the background and additional details such as the color of the person's clothes.","I focused on the person on skis in the snow.I captioned the image, including the person on skis in the snow, but I ignored smaller details like the trees in the background and additional details such as the color of the person's clothes."
742,93,COCO_train2014_000000399875.mp4,train,399875,0,"My attention was on the man, the tennis ball, and the tennis court. I don't believe I looked at the tennis racket.","I captioned the image, including the tennis court, tennis ball, and man.","My attention was on the man, the tennis ball, and the tennis court. I don't believe I looked at the tennis racket.I captioned the image, including the tennis court, tennis ball, and man."
743,93,COCO_train2014_000000401370.mp4,train,401370,0,I described a person on skis going down a slope.,"I captioned the image by mentioning a person on skis going down the slope, and I believe that was a very accurate description, as there is nothing else important in the image to describe.","I described a person on skis going down a slope.I captioned the image by mentioning a person on skis going down the slope, and I believe that was a very accurate description, as there is nothing else important in the image to describe."
744,93,COCO_train2014_000000451680.mp4,train,451680,1,A teddy bear is wearing a hat.,"I captioned the image with a focus on the teddy bear, but I missed the fact that a little girl was holding it.","A teddy bear is wearing a hat.I captioned the image with a focus on the teddy bear, but I missed the fact that a little girl was holding it."
745,93,COCO_train2014_000000505421.mp4,train,505421,0,My attention was focused on the group of people and the teddy bear.,"I captioned the image as a group of people standing next to a teddy bear, which includes good details, although I also noticed they are on a street or in a public area.","My attention was focused on the group of people and the teddy bear.I captioned the image as a group of people standing next to a teddy bear, which includes good details, although I also noticed they are on a street or in a public area."
746,93,COCO_train2014_000000509563.mp4,train,509563,1,My attention was on the refrigerator and the trash can.,"I mentioned the refrigerator twice in my caption but failed to mention other elements in the image, such as the trash can or any other details in the background.","My attention was on the refrigerator and the trash can.I mentioned the refrigerator twice in my caption but failed to mention other elements in the image, such as the trash can or any other details in the background."
747,93,COCO_train2014_000000537326.mp4,train,537326,1,"My attention was focused on people standing next to each other, but that is not actually the case in the image.","I captioned the image as if people were standing next to each other, but that is not the case. The people are walking and carrying suitcases, and it appears to be an airport setting.","My attention was focused on people standing next to each other, but that is not actually the case in the image.I captioned the image as if people were standing next to each other, but that is not the case. The people are walking and carrying suitcases, and it appears to be an airport setting."
748,93,COCO_train2014_000000550140.mp4,train,550140,1,"My attention was focused on the baseball players, mainly the three closest to me in the image.","I captioned the image as a man swinging a baseball bat, but that is not the case in this picture at all. It shows three men on a baseball field standing and talking.","My attention was focused on the baseball players, mainly the three closest to me in the image.I captioned the image as a man swinging a baseball bat, but that is not the case in this picture at all. It shows three men on a baseball field standing and talking."
749,93,COCO_val2014_000000026676.mp4,val,26676,0,"It depends on how much detail we're looking for, but I was looking at the plate of food on the table.","I captioned the image by mentioning a plate of food on a table. Other details, such as the content of the food or the glass next to it, were not included. However, that level of detail might have been too much.","It depends on how much detail we're looking for, but I was looking at the plate of food on the table.I captioned the image by mentioning a plate of food on a table. Other details, such as the content of the food or the glass next to it, were not included. However, that level of detail might have been too much."
750,93,COCO_val2014_000000045057.mp4,val,45057,0,My attention was on the pizza and the pizza pan.,I included a pizza sitting on top of a pizza pan in my caption. This is a great and accurate description.,My attention was on the pizza and the pizza pan.I included a pizza sitting on top of a pizza pan in my caption. This is a great and accurate description.
751,93,COCO_val2014_000000090062.mp4,val,90062,0,"I focused on the cow and the surroundings, which include a fence.",I captioned the image by describing the black and white cow and the fence the cow was standing in front of.,"I focused on the cow and the surroundings, which include a fence.I captioned the image by describing the black and white cow and the fence the cow was standing in front of."
752,93,COCO_val2014_000000157084.mp4,val,157084,1,"I focused on the toilet and the sink, but mentioned the sink again.","I captioned the image with the toilet and mentioned the sink twice, but I ignored other important details such as the shower.","I focused on the toilet and the sink, but mentioned the sink again.I captioned the image with the toilet and mentioned the sink twice, but I ignored other important details such as the shower."
753,93,COCO_val2014_000000183246.mp4,val,183246,1,"My attention was focused on the ""bus"" and the traffic light.","I captioned the image as a bus at an intersection or light, but I don't believe it was a bus—it looked more like a construction vehicle.","My attention was focused on the ""bus"" and the traffic light.I captioned the image as a bus at an intersection or light, but I don't believe it was a bus—it looked more like a construction vehicle."
754,93,COCO_val2014_000000403150.mp4,val,403150,1,I focused on the baseball player swinging the bat at the ball.,I captioned the image by focusing too much on the player with the bat and ignored the other two men in the picture who are also part of the game.,I focused on the baseball player swinging the bat at the ball.I captioned the image by focusing too much on the player with the bat and ignored the other two men in the picture who are also part of the game.
755,93,COCO_val2014_000000482210.mp4,val,482210,0,I focused on the toilet and the sink.,"I captioned the image by describing the toilet and the sink, which is a great description, but I didn't mention other details such as the mirror.","I focused on the toilet and the sink.I captioned the image by describing the toilet and the sink, which is a great description, but I didn't mention other details such as the mirror."
756,97,COCO_test2014_000000138481.mp4,test,138481,0,"My attention moved around the entire image, covering all areas.",The image showed boats all docked together. My caption was good.,"My attention moved around the entire image, covering all areas.The image showed boats all docked together. My caption was good."
757,97,COCO_test2014_000000143502.mp4,test,143502,1,My attention focused on the woman in the red dress and didn't move to the edges.,"My caption said the woman was holding a dryer, but it was actually a brush.","My attention focused on the woman in the red dress and didn't move to the edges.My caption said the woman was holding a dryer, but it was actually a brush."
758,97,COCO_test2014_000000154221.mp4,test,154221,0,My attention moved around to all areas of the image.,The image did appear to be a sign on the side of the road.,My attention moved around to all areas of the image.The image did appear to be a sign on the side of the road.
759,97,COCO_test2014_000000185734.mp4,test,185734,0,My attention was focused on the boy and didn't move away too much.,I provided a good caption: a boy was on skis in the snow.,My attention was focused on the boy and didn't move away too much.I provided a good caption: a boy was on skis in the snow.
760,97,COCO_test2014_000000384674.mp4,test,384674,1,My focus was on the center of the image.,"I focused on the center of the image, the computer and monitors, but the main point of the picture seemed to imply that the desk was very messy.","My focus was on the center of the image.I focused on the center of the image, the computer and monitors, but the main point of the picture seemed to imply that the desk was very messy."
761,97,COCO_test2014_000000455411.mp4,test,455411,1,"My attention moved from one person to the other and back, without moving much toward the edges.","The image was of a man and a woman, not two women, and they were walking separately, not beside each other.","My attention moved from one person to the other and back, without moving much toward the edges.The image was of a man and a woman, not two women, and they were walking separately, not beside each other."
762,97,COCO_test2014_000000531559.mp4,test,531559,1,My attention moved around to all areas. I didn't focus on a particular area.,There was no clock or building in the image. I'm not sure how I included those in my caption. The image was of a sign for a pub.,My attention moved around to all areas. I didn't focus on a particular area.There was no clock or building in the image. I'm not sure how I included those in my caption. The image was of a sign for a pub.
763,97,COCO_train2014_000000054918.mp4,train,54918,0,"I jumped around, looking at everything on the counter.",I perfectly captioned the picture. The black cat was sitting in a bathroom sink.,"I jumped around, looking at everything on the counter.I perfectly captioned the picture. The black cat was sitting in a bathroom sink."
764,97,COCO_train2014_000000077603.mp4,train,77603,0,"My attention moved around the entire image, looking at everything.",I provided a good caption. The zebra was standing in the grass.,"My attention moved around the entire image, looking at everything.I provided a good caption. The zebra was standing in the grass."
765,97,COCO_train2014_000000090708.mp4,train,90708,1,"My attention was focused on the stove, and only moved away a little bit.","I described the scene with ""a stove and a stove."" I missed the fridge and the cluttered counter, which were more central to the image than the stove.","My attention was focused on the stove, and only moved away a little bit.I described the scene with ""a stove and a stove."" I missed the fridge and the cluttered counter, which were more central to the image than the stove."
766,97,COCO_train2014_000000093090.mp4,train,93090,0,"My attention moved around the entire picture, without focusing on any particular area.","I provided a good caption: a woman was on a tennis court, holding a racket.","My attention moved around the entire picture, without focusing on any particular area.I provided a good caption: a woman was on a tennis court, holding a racket."
767,97,COCO_train2014_000000122028.mp4,train,122028,0,"I moved my eyes around a lot, but the movement seemed to flow, not jump around.",I did quite well. The dog in the image did appear to be on a beach. He was definitely on sand.,"I moved my eyes around a lot, but the movement seemed to flow, not jump around.I did quite well. The dog in the image did appear to be on a beach. He was definitely on sand."
768,97,COCO_train2014_000000128022.mp4,train,128022,1,"My attention moved around to all areas, without focusing on any spot for too long.",The image was not of a table.,"My attention moved around to all areas, without focusing on any spot for too long.The image was not of a table."
769,97,COCO_train2014_000000164183.mp4,train,164183,0,My attention focused on the street sign and didn't move too far from it.,The central part of the image was the street sign. My caption was good.,My attention focused on the street sign and didn't move too far from it.The central part of the image was the street sign. My caption was good.
770,97,COCO_train2014_000000260482.mp4,train,260482,1,"My attention moved around the entire picture, without focusing too much on the man.","The main part of the image shows a man with a small girl in front of him on a motorcycle, which I did not mention.","My attention moved around the entire picture, without focusing too much on the man.The main part of the image shows a man with a small girl in front of him on a motorcycle, which I did not mention."
771,97,COCO_train2014_000000260893.mp4,train,260893,0,"My attention moved around, but stayed mainly on the scissors.","I provided a good caption. The scissors were the focus, and they were on a table.","My attention moved around, but stayed mainly on the scissors.I provided a good caption. The scissors were the focus, and they were on a table."
772,97,COCO_train2014_000000278258.mp4,train,278258,1,"My attention moved to all areas of the image, taking in all aspects.","I mentioned the table twice, which made the caption confusing and difficult to comprehend.","My attention moved to all areas of the image, taking in all aspects.I mentioned the table twice, which made the caption confusing and difficult to comprehend."
773,97,COCO_train2014_000000298312.mp4,train,298312,1,My focus moved to each of the people in the image.,"There were three people moving on the beach, not two standing.","My focus moved to each of the people in the image.There were three people moving on the beach, not two standing."
774,97,COCO_train2014_000000301209.mp4,train,301209,0,"My attention moved around to all areas of the image, without focusing on any particular spot.",The people in the image were wearing skis on a snowy slope.,"My attention moved around to all areas of the image, without focusing on any particular spot.The people in the image were wearing skis on a snowy slope."
775,97,COCO_train2014_000000355161.mp4,train,355161,0,"My attention moved to all areas of the image, without focusing on any particular spot.",I provided a good caption. The streetlight was central to the image.,"My attention moved to all areas of the image, without focusing on any particular spot.I provided a good caption. The streetlight was central to the image."
776,97,COCO_train2014_000000427941.mp4,train,427941,0,"I was distracted and kept jumping to the background and then back to the man, instead of smoothly moving around the image.",I described the image very well. The man was riding waves on a surfboard.,"I was distracted and kept jumping to the background and then back to the man, instead of smoothly moving around the image.I described the image very well. The man was riding waves on a surfboard."
777,97,COCO_val2014_000000029056.mp4,val,29056,0,My attention focused on the cloth banner and didn't move much toward the edges.,I provided a good caption: a street sign with a banner attached to it.,My attention focused on the cloth banner and didn't move much toward the edges.I provided a good caption: a street sign with a banner attached to it.
778,97,COCO_val2014_000000064462.mp4,val,64462,0,My attention moved from the man in the center to all the areas around him.,I provided a good caption. The man was skiing down a slope.,My attention moved from the man in the center to all the areas around him.I provided a good caption. The man was skiing down a slope.
779,97,COCO_val2014_000000129784.mp4,val,129784,0,"My attention moved around the entire picture, but kept returning to the man.","I described the man working at a laptop, which was accurate and the main focus of the image.","My attention moved around the entire picture, but kept returning to the man.I described the man working at a laptop, which was accurate and the main focus of the image."
780,97,COCO_val2014_000000135902.mp4,val,135902,0,"My attention moved around the entire image, moving around the train.","I provided a good caption. The train was stationary, sitting in a station.","My attention moved around the entire image, moving around the train.I provided a good caption. The train was stationary, sitting in a station."
781,97,COCO_val2014_000000297085.mp4,val,297085,1,"I jumped around, looking at everything except the central part of the image—a cat looking at the TV.","I described the general area, but the focus of the image was the cat sitting in front of the TV watching it, which I did not mention.","I jumped around, looking at everything except the central part of the image—a cat looking at the TV.I described the general area, but the focus of the image was the cat sitting in front of the TV watching it, which I did not mention."
782,97,COCO_val2014_000000315923.mp4,val,315923,1,My attention was focused mostly on the motorcycle.,"The image seemed to be of a motorcycle parked on a street, not in a parking lot.","My attention was focused mostly on the motorcycle.The image seemed to be of a motorcycle parked on a street, not in a parking lot."
783,97,COCO_val2014_000000552371.mp4,val,552371,1,My attention moved around the entire picture.,"I did not mention the second horse, even though it was central to the image.","My attention moved around the entire picture.I did not mention the second horse, even though it was central to the image."
784,106,COCO_test2014_000000174475.mp4,test,174475,1,"My attention was focused only on the sign. However, there were a lot more things going on in the background that I should have paid attention to.","My caption focused mainly on the image of the sign, but I missed several elements in the background, including cars and a parking lot.","My attention was focused only on the sign. However, there were a lot more things going on in the background that I should have paid attention to.My caption focused mainly on the image of the sign, but I missed several elements in the background, including cars and a parking lot."
785,106,COCO_test2014_000000192252.mp4,test,192252,0,I focused on the group of people and the train itself. My attention was good enough for the image.,My caption pretty much summed up the whole image of the group of people and the train.,I focused on the group of people and the train itself. My attention was good enough for the image.My caption pretty much summed up the whole image of the group of people and the train.
786,106,COCO_test2014_000000259949.mp4,test,259949,1,My attention was focused on the skateboarder and the street. I should have focused more on the background as well.,"I captioned the skateboarder and the street, but the caption should have focused more on the parking lot and the background.","My attention was focused on the skateboarder and the street. I should have focused more on the background as well.I captioned the skateboarder and the street, but the caption should have focused more on the parking lot and the background."
787,106,COCO_test2014_000000358240.mp4,test,358240,1,My attention was solely focused on the train and the tracks. I should have also focused on the other side of the image.,"My caption focused mainly on the train and the track. However, there was also a car and other elements in the image that I did not describe.","My attention was solely focused on the train and the tracks. I should have also focused on the other side of the image.My caption focused mainly on the train and the track. However, there was also a car and other elements in the image that I did not describe."
788,106,COCO_test2014_000000488531.mp4,test,488531,1,"My attention was focused just on the elephants. However, I could have also paid attention to the background and foreground.","I captioned the elephants standing next to each other. However, I didn't mention the tree or the background area.","My attention was focused just on the elephants. However, I could have also paid attention to the background and foreground.I captioned the elephants standing next to each other. However, I didn't mention the tree or the background area."
789,106,COCO_test2014_000000558260.mp4,test,558260,1,My attention was focused on a baseball player and the bat. I should have focused more on the background.,"My caption of the image was okay. I described the baseball player swinging a baseball bat to hit the ball. However, they were just getting ready to hit the ball, and there was a group of people in the scene.","My attention was focused on a baseball player and the bat. I should have focused more on the background.My caption of the image was okay. I described the baseball player swinging a baseball bat to hit the ball. However, they were just getting ready to hit the ball, and there was a group of people in the scene."
790,106,COCO_test2014_000000570167.mp4,test,570167,1,I focused too much on the train and the tracks. I should have directed my attention to other areas of the image.,"I focused on the train and the tracks in my caption, but I forgot to mention the background of the trees.","I focused too much on the train and the tracks. I should have directed my attention to other areas of the image.I focused on the train and the tracks in my caption, but I forgot to mention the background of the trees."
791,106,COCO_train2014_000000017355.mp4,train,17355,0,My focus was on the man and the skateboard. My attention was also on the brick wall.,My caption was correct in describing a man on a skateboard riding down a brick wall.,My focus was on the man and the skateboard. My attention was also on the brick wall.My caption was correct in describing a man on a skateboard riding down a brick wall.
792,106,COCO_train2014_000000044840.mp4,train,44840,1,"My focus was on the baby and the bear. However, I could have paid more attention to the background in the image.","I captioned about the baby and the bear. However, there were more things in the background that I could have mentioned.","My focus was on the baby and the bear. However, I could have paid more attention to the background in the image.I captioned about the baby and the bear. However, there were more things in the background that I could have mentioned."
793,106,COCO_train2014_000000077750.mp4,train,77750,1,"I put my focus just on the sandwich. However, I should have paid more attention to the other elements in the image as well.","I captioned the image of the sandwich on the table. However, there were other items on the table that I could have also described.","I put my focus just on the sandwich. However, I should have paid more attention to the other elements in the image as well.I captioned the image of the sandwich on the table. However, there were other items on the table that I could have also described."
794,106,COCO_train2014_000000217938.mp4,train,217938,1,"My attention was not fully on the image. I focused on a couple of people, but there were more in the scene.","I captioned the image as being about a couple that plays video games, but nothing in my description was correct. The image did not show two people, nor were they playing video games.","My attention was not fully on the image. I focused on a couple of people, but there were more in the scene.I captioned the image as being about a couple that plays video games, but nothing in my description was correct. The image did not show two people, nor were they playing video games."
795,106,COCO_train2014_000000243839.mp4,train,243839,1,My attention was focused on the woman. I should have focused on other areas of the photo as well.,"My caption focused only on the woman on the subway, but there were other people on the subway as well.","My attention was focused on the woman. I should have focused on other areas of the photo as well.My caption focused only on the woman on the subway, but there were other people on the subway as well."
796,106,COCO_train2014_000000250966.mp4,train,250966,1,"My focus was just on the giraffes themselves. However, I should have paid more attention to the background.","My caption focused only on the two giraffes. However, there was more in the image, like a park and the city in the background.","My focus was just on the giraffes themselves. However, I should have paid more attention to the background.My caption focused only on the two giraffes. However, there was more in the image, like a park and the city in the background."
797,106,COCO_train2014_000000287870.mp4,train,287870,1,"My attention is focused on the woman holding the food. However, I should have also focused on the foreground.","My caption was incorrect. I described it as a woman with pizza, but it is actually a cupcake. Additionally, my caption could have included more details.","My attention is focused on the woman holding the food. However, I should have also focused on the foreground.My caption was incorrect. I described it as a woman with pizza, but it is actually a cupcake. Additionally, my caption could have included more details."
798,106,COCO_train2014_000000370258.mp4,train,370258,1,"My attention was focused on the bike and the street sign. However, I could have paid more attention to the other items.",My caption focused on the bike and the street sign. I could have also mentioned the house behind the sign and the other items as well.,"My attention was focused on the bike and the street sign. However, I could have paid more attention to the other items.My caption focused on the bike and the street sign. I could have also mentioned the house behind the sign and the other items as well."
799,106,COCO_train2014_000000412931.mp4,train,412931,1,My attention was on the man and the tennis racket. I should have also focused on the background.,"My caption focused on the man and the tennis racket, which was accurate. However, I mentioned a ball, which was not in the image, and I should have said ""tennis court"" instead.","My attention was on the man and the tennis racket. I should have also focused on the background.My caption focused on the man and the tennis racket, which was accurate. However, I mentioned a ball, which was not in the image, and I should have said ""tennis court"" instead."
800,106,COCO_train2014_000000459824.mp4,train,459824,1,My attention was only on the people standing next to the table. I should have focused more on the background.,"I captioned about the people and the table. However, there were more things in the background that I could have described.","My attention was only on the people standing next to the table. I should have focused more on the background.I captioned about the people and the table. However, there were more things in the background that I could have described."
801,106,COCO_train2014_000000460029.mp4,train,460029,1,"My attention was on the giraffe and the fence. However, I should have focused more on the background.","My caption focused on the giraffe and the wooden fence. However, I should have also mentioned the house.","My attention was on the giraffe and the fence. However, I should have focused more on the background.My caption focused on the giraffe and the wooden fence. However, I should have also mentioned the house."
802,106,COCO_train2014_000000489771.mp4,train,489771,1,My focus was on a pair of scissors on the table. I should have focused more on the other elements in the image.,"I captioned that there were a pair of scissors on the table, which was incorrect. There was only one scissor, and there were other items on the table that could have been mentioned instead.","My focus was on a pair of scissors on the table. I should have focused more on the other elements in the image.I captioned that there were a pair of scissors on the table, which was incorrect. There was only one scissor, and there were other items on the table that could have been mentioned instead."
803,106,COCO_train2014_000000505701.mp4,train,505701,0,My attention was focused on the group of people playing baseball. My attention was also on the field.,"I captioned a group of people playing baseball, and they were on the field.","My attention was focused on the group of people playing baseball. My attention was also on the field.I captioned a group of people playing baseball, and they were on the field."
804,106,COCO_train2014_000000525100.mp4,train,525100,1,"My attention was focused on the man on the bench. However, I could have paid more attention to the background.","My caption was wrong—it showed a man sitting on a bench next to another bench, not a beach. I did not mention anything about a beach.","My attention was focused on the man on the bench. However, I could have paid more attention to the background.My caption was wrong—it showed a man sitting on a bench next to another bench, not a beach. I did not mention anything about a beach."
805,106,COCO_val2014_000000070493.mp4,val,70493,1,My focus was on the red stop sign only. My attention should have been on the entire photo and not just the stop sign.,"My caption focused on the red and white stop sign, but I missed everything about the bus and the animals.","My focus was on the red stop sign only. My attention should have been on the entire photo and not just the stop sign.My caption focused on the red and white stop sign, but I missed everything about the bus and the animals."
806,106,COCO_val2014_000000091263.mp4,val,91263,0,My focus was on the woman in the kitchen. It was correct for me to put my focus there.,I described the image very well in terms of a woman in the kitchen preparing food.,My focus was on the woman in the kitchen. It was correct for me to put my focus there.I described the image very well in terms of a woman in the kitchen preparing food.
807,106,COCO_val2014_000000131969.mp4,val,131969,1,"My main focus was on the fire hydrant. However, I should have paid more attention to what was in the background.","My caption focused on the yellow fire hydrant in the city. However, I could have included more details about the cars and the phone booth as well.","My main focus was on the fire hydrant. However, I should have paid more attention to what was in the background.My caption focused on the yellow fire hydrant in the city. However, I could have included more details about the cars and the phone booth as well."
808,106,COCO_val2014_000000170393.mp4,val,170393,1,"My focus was on the car, but I should have paid more attention to the background.",My caption was incorrect in stating that the car was in the parking lot. The car was actually parked on a side street. There were also more elements in the image that I could have captioned.,"My focus was on the car, but I should have paid more attention to the background.My caption was incorrect in stating that the car was in the parking lot. The car was actually parked on a side street. There were also more elements in the image that I could have captioned."
809,106,COCO_val2014_000000182162.mp4,val,182162,1,"My attention was on the couch, but I should have focused on other areas of the image as well.","I focused the caption on the couch. However, there were many other items I should have included as well, such as a lamp.","My attention was on the couch, but I should have focused on other areas of the image as well.I focused the caption on the couch. However, there were many other items I should have included as well, such as a lamp."
810,106,COCO_val2014_000000352257.mp4,val,352257,1,My focus was on the woman. It should have spread out to other areas of the image.,"I focused my caption on the woman and the racquet, but I missed other elements in the image, such as the ball and another person.","My focus was on the woman. It should have spread out to other areas of the image.I focused my caption on the woman and the racquet, but I missed other elements in the image, such as the ball and another person."
811,106,COCO_val2014_000000491064.mp4,val,491064,1,My attention was too focused on the group of people. I did not pay enough attention to the background and foreground.,My caption focused only on the group of people. I did not describe anything in the foreground or the background of the image.,My attention was too focused on the group of people. I did not pay enough attention to the background and foreground.My caption focused only on the group of people. I did not describe anything in the foreground or the background of the image.
812,107,COCO_test2014_000000076743.mp4,test,76743,0,My attention is scattered across the image.,"My caption was precisely accurate, correctly noting that the boat was on a beach.","My attention is scattered across the image.My caption was precisely accurate, correctly noting that the boat was on a beach."
813,107,COCO_test2014_000000117053.mp4,test,117053,1,I well articulated my attention to the object in the middle image region.,"My caption was inaccurate because the person in the image is on skis, not on a skateboard as I described.","I well articulated my attention to the object in the middle image region.My caption was inaccurate because the person in the image is on skis, not on a skateboard as I described."
814,107,COCO_test2014_000000250342.mp4,test,250342,0,My attention is focused on the midpoints of the image.,"My caption is accurate, as it features a man and a woman in dinner regalia.","My attention is focused on the midpoints of the image.My caption is accurate, as it features a man and a woman in dinner regalia."
815,107,COCO_test2014_000000346106.mp4,test,346106,0,"I distributed my attention well across the image, moving from the lower left towards the right.",I accurately captioned the image as a zebra standing on tall grass.,"I distributed my attention well across the image, moving from the lower left towards the right.I accurately captioned the image as a zebra standing on tall grass."
816,107,COCO_test2014_000000489228.mp4,test,489228,1,I was accurately attentive to the main object.,"My caption was inaccurate since there are birds perched on a horizontal structure, which is not a building.","I was accurately attentive to the main object.My caption was inaccurate since there are birds perched on a horizontal structure, which is not a building."
817,107,COCO_test2014_000000546310.mp4,test,546310,1,My attention is scattered across the image.,"My caption was inaccurate since there appears to be a single person playing soccer, as opposed to a ""group of people.""","My attention is scattered across the image.My caption was inaccurate since there appears to be a single person playing soccer, as opposed to a ""group of people."""
818,107,COCO_test2014_000000556138.mp4,test,556138,0,I had partial attention.,I accurately captioned the man standing next to another object (a motorcycle).,I had partial attention.I accurately captioned the man standing next to another object (a motorcycle).
819,107,COCO_train2014_000000092914.mp4,train,92914,1,My attention is more centered toward the central region of the image.,"The image is inaccurately captioned since the said bus appears to be a food truck, not a bus.","My attention is more centered toward the central region of the image.The image is inaccurately captioned since the said bus appears to be a food truck, not a bus."
820,107,COCO_train2014_000000106621.mp4,train,106621,1,My attention is accurately concentrated.,My caption is not accurate since the dog in the image is not standing by the window.,My attention is accurately concentrated.My caption is not accurate since the dog in the image is not standing by the window.
821,107,COCO_train2014_000000156910.mp4,train,156910,1,My attention is majorly focused on the lower and upper right edges of the image.,"The image is not accurately captioned based on my attention to two people serving themselves, rather than a group of people.","My attention is majorly focused on the lower and upper right edges of the image.The image is not accurately captioned based on my attention to two people serving themselves, rather than a group of people."
822,107,COCO_train2014_000000206731.mp4,train,206731,0,I distributed my attention well across the image since I covered the main object.,"My description is accurate to the observation, which shows teddy bears sitting next to each other.","I distributed my attention well across the image since I covered the main object.My description is accurate to the observation, which shows teddy bears sitting next to each other."
823,107,COCO_train2014_000000278565.mp4,train,278565,1,"My attention is located on the central region of the image, with focus on the middle ground.",My caption was inaccurate since the main object in the middle ground is a plane on its runway.,"My attention is located on the central region of the image, with focus on the middle ground.My caption was inaccurate since the main object in the middle ground is a plane on its runway."
824,107,COCO_train2014_000000324894.mp4,train,324894,1,My attention is solely centered in the mid region.,"I accurately described the items, which were an assortment of fast food.","My attention is solely centered in the mid region.I accurately described the items, which were an assortment of fast food."
825,107,COCO_train2014_000000360367.mp4,train,360367,0,"My attention is solely outward, with a bit of central focus based on the object at hand.","My concentration on the surroundings is more accurate, as seen by the brown bear and the green plantation within the environment. I have accurately captured the main object's color.","My attention is solely outward, with a bit of central focus based on the object at hand.My concentration on the surroundings is more accurate, as seen by the brown bear and the green plantation within the environment. I have accurately captured the main object's color."
826,107,COCO_train2014_000000376941.mp4,train,376941,1,"I scattered my attention across the room, moving outwards from the center.",My caption is inaccurate because the people mentioned are not seated on the luggage.,"I scattered my attention across the room, moving outwards from the center.My caption is inaccurate because the people mentioned are not seated on the luggage."
827,107,COCO_train2014_000000388412.mp4,train,388412,1,My attention was scattered but well positioned.,The image is accurately captioned since there appears to be a laptop positioned on top of a table.,My attention was scattered but well positioned.The image is accurately captioned since there appears to be a laptop positioned on top of a table.
828,107,COCO_train2014_000000472133.mp4,train,472133,0,My attention spun outwards from a central region toward the outer parts of the image.,My caption is partially accurate since it features a fruit on a wooden table alongside a pack of items in a stack box.,My attention spun outwards from a central region toward the outer parts of the image.My caption is partially accurate since it features a fruit on a wooden table alongside a pack of items in a stack box.
829,107,COCO_train2014_000000482802.mp4,train,482802,1,My attention was scattered across the image.,"My caption was inaccurate because the said room seems to be anything else, just not a kitchen.","My attention was scattered across the image.My caption was inaccurate because the said room seems to be anything else, just not a kitchen."
830,107,COCO_train2014_000000490356.mp4,train,490356,1,My attention was scattered all over instead of being focused on the central point.,My scope of view was on other items placed on and off the table.,My attention was scattered all over instead of being focused on the central point.My scope of view was on other items placed on and off the table.
831,107,COCO_train2014_000000496991.mp4,train,496991,1,"My view is scattered across the image, so I am not being objective.","The two main objects—the giraffes—are the primary focus in the middle ground. However, due to the scattered scope of my vision, my perspective is not objective.","My view is scattered across the image, so I am not being objective.The two main objects—the giraffes—are the primary focus in the middle ground. However, due to the scattered scope of my vision, my perspective is not objective."
832,107,COCO_train2014_000000544703.mp4,train,544703,1,"I centered my attention on items in the mid region, with some awareness of the outer edges.","My caption is partially accurate since there is a TV in the midground. However, next to the TV there is more of a wooden chair than a couch.","I centered my attention on items in the mid region, with some awareness of the outer edges.My caption is partially accurate since there is a TV in the midground. However, next to the TV there is more of a wooden chair than a couch."
833,107,COCO_val2014_000000011262.mp4,val,11262,1,"I am not focused on a single significant item in the room. However, my concentration remains within the scope of the main object.",My caption was inaccurate because the main object I described appears to be nonexistent in the image.,"I am not focused on a single significant item in the room. However, my concentration remains within the scope of the main object.My caption was inaccurate because the main object I described appears to be nonexistent in the image."
834,107,COCO_val2014_000000033061.mp4,val,33061,0,I maintained well-posed attention to the subject at hand.,My caption is accurate since it pinpoints a group of people flying kites in the city.,I maintained well-posed attention to the subject at hand.My caption is accurate since it pinpoints a group of people flying kites in the city.
835,107,COCO_val2014_000000113828.mp4,val,113828,1,My attention is partially disoriented as I focus on the object.,"My caption is inaccurate because it refers to a single-decker bus, when in reality there are multiple.","My attention is partially disoriented as I focus on the object.My caption is inaccurate because it refers to a single-decker bus, when in reality there are multiple."
836,107,COCO_val2014_000000147058.mp4,val,147058,1,I distributed my attention well across the image.,"My caption was inaccurate since the people in the image are seen up and about their business, not seated as I described.","I distributed my attention well across the image.My caption was inaccurate since the people in the image are seen up and about their business, not seated as I described."
837,107,COCO_val2014_000000367876.mp4,val,367876,1,My attention was well centered and also pinpointed.,"My caption was inaccurate because I described the main object as resting on a sandy beach, when in reality the birds are on a pond.","My attention was well centered and also pinpointed.My caption was inaccurate because I described the main object as resting on a sandy beach, when in reality the birds are on a pond."
838,107,COCO_val2014_000000429996.mp4,val,429996,1,"My attention is scattered across the image, starting from the bottom left and moving outward.","My caption is accurate but slightly imprecise in the positional adjective ""in,"" since, in reality, the zebra is standing ""on"" the grass, not ""in grass.""","My attention is scattered across the image, starting from the bottom left and moving outward.My caption is accurate but slightly imprecise in the positional adjective ""in,"" since, in reality, the zebra is standing ""on"" the grass, not ""in grass."""
839,107,COCO_val2014_000000568814.mp4,val,568814,1,My attention is more focused on the upper region than where it should be.,"My attention was not on the man's chest area, but rather more oriented towards his face and the surrounding items.","My attention is more focused on the upper region than where it should be.My attention was not on the man's chest area, but rather more oriented towards his face and the surrounding items."
